Type name;Member type;Member name;Signature;Inherited;Documentation
SensorEye;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
SensorEye;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
SensorEye;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
SensorEye;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
SensorEye;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorEye;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorEye;Property;OriginPoint;App.Automation.SIM.SensorEye.SensorEyeOriginPoint OriginPoint;;Link attribute
SensorEye;Property;TargetPoint;App.Automation.SIM.SensorEye.SensorEyeTargetPoint TargetPoint;;Link attribute
SensorEye;Property;TopDirection;App.Automation.SIM.SensorEye.SensorEyeTopDirection TopDirection;;Link attribute
SensorEye;Property;TopDirectionReverse;bool TopDirectionReverse;;Boolean attribute
SensorEye;Property;SensorType;App.Automation.SIM.SensorEye.EnumSensorType SensorType;;Enum attribute
SensorEye;Property;SensorTypeIndex;int SensorTypeIndex;;Enum attribute (as index)
SensorEye;Property;LayerType;App.Automation.SIM.SensorEye.EnumLayerType LayerType;;Enum attribute
SensorEye;Property;LayerTypeIndex;int LayerTypeIndex;;Enum attribute (as index)
SensorEye;Property;DefinitionFrom;App.Automation.SIM.SensorEye.EnumDefinitionFrom DefinitionFrom;;Enum attribute
SensorEye;Property;DefinitionFromIndex;int DefinitionFromIndex;;Enum attribute (as index)
SensorEye;Property;XMPTemplateFile;string XMPTemplateFile;;File attribute
SensorEye;Property;XMPTemplateFileFullPath;string XMPTemplateFileFullPath;;File attribute (absolute full path)
SensorEye;Property;DimensionFromFile;bool DimensionFromFile;;Boolean attribute
SensorEye;Property;DisplayPropertiesFromFile;bool DisplayPropertiesFromFile;;Boolean attribute
SensorEye;Property;XIsMirrored;bool XIsMirrored;;Boolean attribute
SensorEye;Property;XStart;double XStart;;Number attribute
SensorEye;Property;XStartText;string XStartText;;Number attribute (as text)
SensorEye;Property;XEnd;double XEnd;;Number attribute
SensorEye;Property;XEndText;string XEndText;;Number attribute (as text)
SensorEye;Property;XNbSamples;uint XNbSamples;;Number attribute
SensorEye;Property;XNbSamplesText;string XNbSamplesText;;Number attribute (as text)
SensorEye;Property;XResolution;double XResolution;;Number attribute
SensorEye;Property;XResolutionText;string XResolutionText;;Number attribute (as text)
SensorEye;Property;YIsMirrored;bool YIsMirrored;;Boolean attribute
SensorEye;Property;YStart;double YStart;;Number attribute
SensorEye;Property;YStartText;string YStartText;;Number attribute (as text)
SensorEye;Property;YEnd;double YEnd;;Number attribute
SensorEye;Property;YEndText;string YEndText;;Number attribute (as text)
SensorEye;Property;YNbSamples;uint YNbSamples;;Number attribute
SensorEye;Property;YNbSamplesText;string YNbSamplesText;;Number attribute (as text)
SensorEye;Property;YResolution;double YResolution;;Number attribute
SensorEye;Property;YResolutionText;string YResolutionText;;Number attribute (as text)
SensorEye;Property;PupilDiameter;double PupilDiameter;;Number attribute
SensorEye;Property;PupilDiameterText;string PupilDiameterText;;Number attribute (as text)
SensorEye;Property;ShowGrid;bool ShowGrid;;Boolean attribute
SensorEye;Property;OriginX;double OriginX;;Number attribute
SensorEye;Property;OriginXText;string OriginXText;;Number attribute (as text)
SensorEye;Property;OriginY;double OriginY;;Number attribute
SensorEye;Property;OriginYText;string OriginYText;;Number attribute (as text)
SensorEye;Property;StepX;double StepX;;Number attribute
SensorEye;Property;StepXText;string StepXText;;Number attribute (as text)
SensorEye;Property;StepY;double StepY;;Number attribute
SensorEye;Property;StepYText;string StepYText;;Number attribute (as text)
SensorEye;Property;WavelengthStart;double WavelengthStart;;Number attribute
SensorEye;Property;WavelengthStartText;string WavelengthStartText;;Number attribute (as text)
SensorEye;Property;WavelengthEnd;double WavelengthEnd;;Number attribute
SensorEye;Property;WavelengthEndText;string WavelengthEndText;;Number attribute (as text)
SensorEye;Property;WavelengthSampling;uint WavelengthSampling;;Number attribute
SensorEye;Property;WavelengthSamplingText;string WavelengthSamplingText;;Number attribute (as text)
SensorEye;Property;WavelengthResolution;double WavelengthResolution;;Number attribute
SensorEye;Property;WavelengthResolutionText;string WavelengthResolutionText;;Number attribute (as text)
SensorEye;Property;Subject;SpaceClaim.Api.V232.CustomObject Subject;Yes;Get the underlying CustomObject, associated to the API object wrapper
SensorEye;Property;Name;string Name;Yes;Get or Set the name of the object
SensorEye;Property;Visible;bool Visible;Yes;Change the visibility status (same behavior as checking/unchecking on the tree view item)
SensorEye;Property;StatusInfo;string StatusInfo;Yes;Get the status of the object (warning or error message)
SensorEye;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
SensorEye.SensorEyeOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorEye.SensorEyeOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorEye.SensorEyeOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorEye.SensorEyeOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorEye.SensorEyeOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorEye.SensorEyeTargetPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorEye.SensorEyeTargetPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorEye.SensorEyeTargetPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorEye.SensorEyeTargetPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorEye.SensorEyeTargetPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorEye.SensorEyeTopDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorEye.SensorEyeTopDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorEye.SensorEyeTopDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorEye.SensorEyeTopDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorEye.SensorEyeTopDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorImmersive;Static method;FromSelection;public static IEnumerable<App.Automation.SIM.SensorImmersive> FromSelection(IEnumerable<SpaceClaim.Api.V232.IDocObject> selectionItems);;Convert Items of a ScriptSelection to a list of Speos objects when their type is matching.
SensorImmersive;Static method;Find;public static App.Automation.SIM.SensorImmersive Find(string objectName);;Returns the object whose name matches exactly the specified string. Or, if the exact name is not found, the first object whose name matches the string as a regular expression. Example: Find("StartOfName.*")
SensorImmersive;Static method;Create;public static App.Automation.SIM.SensorImmersive Create(object parent);;Create a new object of this type under the specified parent component
SensorImmersive;Static method;Create;public static App.Automation.SIM.SensorImmersive Create();;Create a new object in the active context
SensorImmersive;Method;Clone;public App.Automation.SIM.SensorImmersive Clone();;Create a copy of this object in the active context
SensorImmersive;Method;CopyTo;public App.Automation.SIM.SensorImmersive CopyTo(Inf.SpaceClaim.Automation.IApiSpeosDocObject pasteTargetObject);;Create a copy of this object and paste it to the specified destination
SensorImmersive;Method;FindOccurrenceInActivePart;public object FindOccurrenceInActivePart();Yes;Search for occurrences of this object in the active Part
SensorImmersive;Method;FindOccurrenceInContextOf;public SpaceClaim.Api.V232.IDocObject FindOccurrenceInContextOf(SpaceClaim.Api.V232.IDocObject contextObject);Yes;Search for occurrences of this object in the specified Part
SensorImmersive;Method;ToString;public string ToString();Yes;Get a text representation of the object (used by the Script interpreter when the mouse cursor hovers an object variable)
SensorImmersive;Method;Delete;public bool Delete();Yes;Delete this object
SensorImmersive;Method;GetChildSubjects;public IEnumerable<SpaceClaim.Api.V232.CustomObject> GetChildSubjects();Yes;Retrieve all children as DocObjects
SensorImmersive;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
SensorImmersive;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
SensorImmersive;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
SensorImmersive;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
SensorImmersive;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorImmersive;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorImmersive;Property;Sampling;uint Sampling;;Number attribute
SensorImmersive;Property;SamplingText;string SamplingText;;Number attribute (as text)
SensorImmersive;Property;CentralResolution;double CentralResolution;;Number attribute
SensorImmersive;Property;CentralResolutionText;string CentralResolutionText;;Number attribute (as text)
SensorImmersive;Property;Stereo;bool Stereo;;Boolean attribute
SensorImmersive;Property;InterocularDistance;double InterocularDistance;;Number attribute
SensorImmersive;Property;InterocularDistanceText;string InterocularDistanceText;;Number attribute (as text)
SensorImmersive;Property;LayerType;App.Automation.SIM.SensorImmersive.EnumLayerType LayerType;;Enum attribute
SensorImmersive;Property;LayerTypeIndex;int LayerTypeIndex;;Enum attribute (as index)
SensorImmersive;Property;IntegrationAngle;double IntegrationAngle;;Number attribute
SensorImmersive;Property;IntegrationAngleText;string IntegrationAngleText;;Number attribute (as text)
SensorImmersive;Property;VisuSize;double VisuSize;;Number attribute
SensorImmersive;Property;VisuSizeText;string VisuSizeText;;Number attribute (as text)
SensorImmersive;Property;Front;bool Front;;Boolean attribute
SensorImmersive;Property;Back;bool Back;;Boolean attribute
SensorImmersive;Property;Top;bool Top;;Boolean attribute
SensorImmersive;Property;Bottom;bool Bottom;;Boolean attribute
SensorImmersive;Property;Left;bool Left;;Boolean attribute
SensorImmersive;Property;Right;bool Right;;Boolean attribute
SensorImmersive;Property;WavelengthStart;double WavelengthStart;;Number attribute
SensorImmersive;Property;WavelengthStartText;string WavelengthStartText;;Number attribute (as text)
SensorImmersive;Property;WavelengthEnd;double WavelengthEnd;;Number attribute
SensorImmersive;Property;WavelengthEndText;string WavelengthEndText;;Number attribute (as text)
SensorImmersive;Property;WavelengthNbSamples;uint WavelengthNbSamples;;Number attribute
SensorImmersive;Property;WavelengthNbSamplesText;string WavelengthNbSamplesText;;Number attribute (as text)
SensorImmersive;Property;WavelengthResolution;double WavelengthResolution;;Number attribute
SensorImmersive;Property;WavelengthResolutionText;string WavelengthResolutionText;;Number attribute (as text)
SensorImmersive;Property;OriginPoint;App.Automation.SIM.SensorImmersive.SensorImmersiveOriginPoint OriginPoint;;Link attribute
SensorImmersive;Property;FrontDirection;App.Automation.SIM.SensorImmersive.SensorImmersiveFrontDirection FrontDirection;;Link attribute
SensorImmersive;Property;FrontDirectionReverse;bool FrontDirectionReverse;;Boolean attribute
SensorImmersive;Property;TopDirection;App.Automation.SIM.SensorImmersive.SensorImmersiveTopDirection TopDirection;;Link attribute
SensorImmersive;Property;TopDirectionReverse;bool TopDirectionReverse;;Boolean attribute
SensorImmersive;Property;AutoFramingFaceSelection;App.Automation.SIM.SensorImmersive.EnumAutoFramingFaceSelection AutoFramingFaceSelection;;Enum attribute
SensorImmersive;Property;AutoFramingFaceSelectionIndex;int AutoFramingFaceSelectionIndex;;Enum attribute (as index)
SensorImmersive;Property;Subject;SpaceClaim.Api.V232.CustomObject Subject;Yes;Get the underlying CustomObject, associated to the API object wrapper
SensorImmersive;Property;Name;string Name;Yes;Get or Set the name of the object
SensorImmersive;Property;Visible;bool Visible;Yes;Change the visibility status (same behavior as checking/unchecking on the tree view item)
SensorImmersive;Property;StatusInfo;string StatusInfo;Yes;Get the status of the object (warning or error message)
SensorImmersive;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
SensorImmersive.SensorImmersiveOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorImmersive.SensorImmersiveOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorImmersive.SensorImmersiveOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorImmersive.SensorImmersiveOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorImmersive.SensorImmersiveOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorImmersive.SensorImmersiveFrontDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorImmersive.SensorImmersiveFrontDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorImmersive.SensorImmersiveFrontDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorImmersive.SensorImmersiveFrontDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorImmersive.SensorImmersiveFrontDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorImmersive.SensorImmersiveTopDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorImmersive.SensorImmersiveTopDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorImmersive.SensorImmersiveTopDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorImmersive.SensorImmersiveTopDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorImmersive.SensorImmersiveTopDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorIntensity;Static method;FromSelection;public static IEnumerable<App.Automation.SIM.SensorIntensity> FromSelection(IEnumerable<SpaceClaim.Api.V232.IDocObject> selectionItems);;Convert Items of a ScriptSelection to a list of Speos objects when their type is matching.
SensorIntensity;Static method;Find;public static App.Automation.SIM.SensorIntensity Find(string objectName);;Returns the object whose name matches exactly the specified string. Or, if the exact name is not found, the first object whose name matches the string as a regular expression. Example: Find("StartOfName.*")
SensorIntensity;Static method;Create;public static App.Automation.SIM.SensorIntensity Create(object parent);;Create a new object of this type under the specified parent component
SensorIntensity;Static method;Create;public static App.Automation.SIM.SensorIntensity Create();;Create a new object in the active context
SensorIntensity;Method;Clone;public App.Automation.SIM.SensorIntensity Clone();;Create a copy of this object in the active context
SensorIntensity;Method;CopyTo;public App.Automation.SIM.SensorIntensity CopyTo(Inf.SpaceClaim.Automation.IApiSpeosDocObject pasteTargetObject);;Create a copy of this object and paste it to the specified destination
SensorIntensity;Method;FindOccurrenceInActivePart;public object FindOccurrenceInActivePart();Yes;Search for occurrences of this object in the active Part
SensorIntensity;Method;FindOccurrenceInContextOf;public SpaceClaim.Api.V232.IDocObject FindOccurrenceInContextOf(SpaceClaim.Api.V232.IDocObject contextObject);Yes;Search for occurrences of this object in the specified Part
SensorIntensity;Method;ToString;public string ToString();Yes;Get a text representation of the object (used by the Script interpreter when the mouse cursor hovers an object variable)
SensorIntensity;Method;Delete;public bool Delete();Yes;Delete this object
SensorIntensity;Method;GetChildSubjects;public IEnumerable<SpaceClaim.Api.V232.CustomObject> GetChildSubjects();Yes;Retrieve all children as DocObjects
SensorIntensity;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
SensorIntensity;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
SensorIntensity;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
SensorIntensity;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
SensorIntensity;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorIntensity;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorIntensity;Property;OriginPoint;App.Automation.SIM.SensorIntensity.SensorIntensityOriginPoint OriginPoint;;Link attribute
SensorIntensity;Property;XDirection;App.Automation.SIM.SensorIntensity.SensorIntensityXDirection XDirection;;Link attribute
SensorIntensity;Property;XDirectionReverse;bool XDirectionReverse;;Boolean attribute
SensorIntensity;Property;YDirection;App.Automation.SIM.SensorIntensity.SensorIntensityYDirection YDirection;;Link attribute
SensorIntensity;Property;YDirectionReverse;bool YDirectionReverse;;Boolean attribute
SensorIntensity;Property;SensorType;App.Automation.SIM.SensorIntensity.EnumSensorType SensorType;;Enum attribute
SensorIntensity;Property;SensorTypeIndex;int SensorTypeIndex;;Enum attribute (as index)
SensorIntensity;Property;FormatType;App.Automation.SIM.SensorIntensity.EnumFormatType FormatType;;Enum attribute
SensorIntensity;Property;FormatTypeIndex;int FormatTypeIndex;;Enum attribute (as index)
SensorIntensity;Property;IntensityType;App.Automation.SIM.SensorIntensity.EnumIntensityType IntensityType;;Enum attribute
SensorIntensity;Property;IntensityTypeIndex;int IntensityTypeIndex;;Enum attribute (as index)
SensorIntensity;Property;LayerType;App.Automation.SIM.SensorIntensity.EnumLayerType LayerType;;Enum attribute
SensorIntensity;Property;LayerTypeIndex;int LayerTypeIndex;;Enum attribute (as index)
SensorIntensity;Property;FaceFiltering;App.Automation.SIM.SensorIntensity.SensorIntensityFaceFiltering FaceFiltering;;Links attribute
SensorIntensity;Property;SCAFilteringMode;App.Automation.SIM.SensorIntensity.EnumSCAFilteringMode SCAFilteringMode;;Enum attribute
SensorIntensity;Property;SCAFilteringModeIndex;int SCAFilteringModeIndex;;Enum attribute (as index)
SensorIntensity;Property;MaximumNbOfSequence;uint MaximumNbOfSequence;;Number attribute
SensorIntensity;Property;MaximumNbOfSequenceText;string MaximumNbOfSequenceText;;Number attribute (as text)
SensorIntensity;Property;DefineSequencePer;App.Automation.SIM.SensorIntensity.EnumDefineSequencePer DefineSequencePer;;Enum attribute
SensorIntensity;Property;DefineSequencePerIndex;int DefineSequencePerIndex;;Enum attribute (as index)
SensorIntensity;Property;AdaptativeSampling;string AdaptativeSampling;;File attribute
SensorIntensity;Property;AdaptativeSamplingFullPath;string AdaptativeSamplingFullPath;;File attribute (absolute full path)
SensorIntensity;Property;ThetaStart;double ThetaStart;;Number attribute
SensorIntensity;Property;ThetaStartText;string ThetaStartText;;Number attribute (as text)
SensorIntensity;Property;ThetaSampling;uint ThetaSampling;;Number attribute
SensorIntensity;Property;ThetaSamplingText;string ThetaSamplingText;;Number attribute (as text)
SensorIntensity;Property;ThetaResolution;double ThetaResolution;;Number attribute
SensorIntensity;Property;ThetaResolutionText;string ThetaResolutionText;;Number attribute (as text)
SensorIntensity;Property;XIsMirrored;bool XIsMirrored;;Boolean attribute
SensorIntensity;Property;XStart;double XStart;;Number attribute
SensorIntensity;Property;XStartText;string XStartText;;Number attribute (as text)
SensorIntensity;Property;XEnd;double XEnd;;Number attribute
SensorIntensity;Property;XEndText;string XEndText;;Number attribute (as text)
SensorIntensity;Property;XNbSamples;uint XNbSamples;;Number attribute
SensorIntensity;Property;XNbSamplesText;string XNbSamplesText;;Number attribute (as text)
SensorIntensity;Property;XResolution;double XResolution;;Number attribute
SensorIntensity;Property;XResolutionText;string XResolutionText;;Number attribute (as text)
SensorIntensity;Property;YIsMirrored;bool YIsMirrored;;Boolean attribute
SensorIntensity;Property;YStart;double YStart;;Number attribute
SensorIntensity;Property;YStartText;string YStartText;;Number attribute (as text)
SensorIntensity;Property;YEnd;double YEnd;;Number attribute
SensorIntensity;Property;YEndText;string YEndText;;Number attribute (as text)
SensorIntensity;Property;YNbSamples;uint YNbSamples;;Number attribute
SensorIntensity;Property;YNbSamplesText;string YNbSamplesText;;Number attribute (as text)
SensorIntensity;Property;YResolution;double YResolution;;Number attribute
SensorIntensity;Property;YResolutionText;string YResolutionText;;Number attribute (as text)
SensorIntensity;Property;NearField;bool NearField;;Boolean attribute
SensorIntensity;Property;CellDistance;double CellDistance;;Number attribute
SensorIntensity;Property;CellDistanceText;string CellDistanceText;;Number attribute (as text)
SensorIntensity;Property;CellDiameter;double CellDiameter;;Number attribute
SensorIntensity;Property;CellDiameterText;string CellDiameterText;;Number attribute (as text)
SensorIntensity;Property;VisuRadius;double VisuRadius;;Number attribute
SensorIntensity;Property;VisuRadiusText;string VisuRadiusText;;Number attribute (as text)
SensorIntensity;Property;IntegrationAngle;double IntegrationAngle;;Number attribute
SensorIntensity;Property;IntegrationAngleText;string IntegrationAngleText;;Number attribute (as text)
SensorIntensity;Property;ResultViewingDirection;App.Automation.SIM.SensorIntensity.EnumResultViewingDirection ResultViewingDirection;;Enum attribute
SensorIntensity;Property;ResultViewingDirectionIndex;int ResultViewingDirectionIndex;;Enum attribute (as index)
SensorIntensity;Property;ShowGrid;bool ShowGrid;;Boolean attribute
SensorIntensity;Property;OriginX;double OriginX;;Number attribute
SensorIntensity;Property;OriginXText;string OriginXText;;Number attribute (as text)
SensorIntensity;Property;OriginY;double OriginY;;Number attribute
SensorIntensity;Property;OriginYText;string OriginYText;;Number attribute (as text)
SensorIntensity;Property;StepX;double StepX;;Number attribute
SensorIntensity;Property;StepXText;string StepXText;;Number attribute (as text)
SensorIntensity;Property;StepY;double StepY;;Number attribute
SensorIntensity;Property;StepYText;string StepYText;;Number attribute (as text)
SensorIntensity;Property;WavelengthStart;double WavelengthStart;;Number attribute
SensorIntensity;Property;WavelengthStartText;string WavelengthStartText;;Number attribute (as text)
SensorIntensity;Property;WavelengthEnd;double WavelengthEnd;;Number attribute
SensorIntensity;Property;WavelengthEndText;string WavelengthEndText;;Number attribute (as text)
SensorIntensity;Property;WavelengthNbSamples;uint WavelengthNbSamples;;Number attribute
SensorIntensity;Property;WavelengthNbSamplesText;string WavelengthNbSamplesText;;Number attribute (as text)
SensorIntensity;Property;WavelengthResolution;double WavelengthResolution;;Number attribute
SensorIntensity;Property;WavelengthResolutionText;string WavelengthResolutionText;;Number attribute (as text)
SensorIntensity;Property;XMPTemplateFile;string XMPTemplateFile;;File attribute
SensorIntensity;Property;XMPTemplateFileFullPath;string XMPTemplateFileFullPath;;File attribute (absolute full path)
SensorIntensity;Property;DimensionFromFile;bool DimensionFromFile;;Boolean attribute
SensorIntensity;Property;DisplayPropertiesFromFile;bool DisplayPropertiesFromFile;;Boolean attribute
SensorIntensity;Property;Subject;SpaceClaim.Api.V232.CustomObject Subject;Yes;Get the underlying CustomObject, associated to the API object wrapper
SensorIntensity;Property;Name;string Name;Yes;Get or Set the name of the object
SensorIntensity;Property;Visible;bool Visible;Yes;Change the visibility status (same behavior as checking/unchecking on the tree view item)
SensorIntensity;Property;StatusInfo;string StatusInfo;Yes;Get the status of the object (warning or error message)
SensorIntensity;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
SensorIntensity.SensorIntensityOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorIntensity.SensorIntensityOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorIntensity.SensorIntensityOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorIntensity.SensorIntensityOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorIntensity.SensorIntensityOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorIntensity.SensorIntensityXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorIntensity.SensorIntensityXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorIntensity.SensorIntensityXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorIntensity.SensorIntensityXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorIntensity.SensorIntensityXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorIntensity.SensorIntensityYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorIntensity.SensorIntensityYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorIntensity.SensorIntensityYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorIntensity.SensorIntensityYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorIntensity.SensorIntensityYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorIntensity.SensorIntensityFaceFiltering;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SensorIntensity.SensorIntensityFaceFiltering;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SensorIntensity.SensorIntensityFaceFiltering;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SensorIntensity.SensorIntensityFaceFiltering;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SensorIntensity.SensorIntensityFaceFiltering;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SensorIntensity.SensorIntensityFaceFiltering;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SensorIntensity.SensorIntensityFaceFiltering;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SensorIntensity.SensorIntensityFaceFiltering;Property;Count;int Count;;Links attribute: Get the links count
